spk_id,gender,household_id,hh_size,OA,LSOA,MSOA
spk-m-51867,male,E00069551_HH000039,2,E00069551,E01013788,E02002863
spk-m-52044,male,E00069551_HH000055,2,E00069551,E01013788,E02002863
spk-m-51776,male,E00069551_HH000034,2,E00069551,E01013788,E02002863
spk-m-52037,male,E00069551_HH000054,2,E00069551,E01013788,E02002863
spk-m-52257,male,E00069551_HH000066,3,E00069551,E01013788,E02002863
spk-m-51856,male,E00069551_HH000038,2,E00069551,E01013788,E02002863
spk-m-51946,male,E00069551_HH000047,2,E00069551,E01013788,E02002863
spk-m-51700,male,E00069551_HH000026,2,E00069551,E01013788,E02002863
spk-m-52232,male,E00069551_HH000065,3,E00069551,E01013788,E02002863
spk-m-51868,male,E00069551_HH000039,2,E00069551,E01013788,E02002863
spk-m-51892,male,E00069551_HH000041,2,E00069551,E01013788,E02002863
spk-m-52138,male,E00069551_HH000062,5,E00069551,E01013788,E02002863
spk-m-51725,male,E00069551_HH000028,2,E00069551,E01013788,E02002863
spk-f-52772,female,E00069551_HH000024,2,E00069551,E01013788,E02002863
spk-m-52170,male,E00069551_HH000063,4,E00069551,E01013788,E02002863
spk-f-52121,female,E00069551_HH000002,1,E00069551,E01013788,E02002863
spk-m-51809,male,E00069551_HH000036,2,E00069551,E01013788,E02002863
spk-f-52609,female,E00069551_HH000020,2,E00069551,E01013788,E02002863
spk-f-52153,female,E00069551_HH000003,1,E00069551,E01013788,E02002863
spk-f-52677,female,E00069551_HH000021,2,E00069551,E01013788,E02002863
spk-m-52129,male,E00069551_HH000061,2,E00069551,E01013788,E02002863
spk-m-52098,male,E00069551_HH000059,2,E00069551,E01013788,E02002863
spk-m-52033,male,E00069551_HH000053,2,E00069551,E01013788,E02002863
spk-m-52202,male,E00069551_HH000064,3,E00069551,E01013788,E02002863
spk-m-51945,male,E00069551_HH000047,2,E00069551,E01013788,E02002863
spk-m-52015,male,E00069551_HH000053,2,E00069551,E01013788,E02002863
spk-m-51995,male,E00069551_HH000051,2,E00069551,E01013788,E02002863
spk-m-52265,male,E00069551_HH000067,3,E00069551,E01013788,E02002863
spk-f-52590,female,E00069551_HH000020,2,E00069551,E01013788,E02002863
spk-m-51873,male,E00069551_HH000040,2,E00069551,E01013788,E02002863
spk-m-51928,male,E00069551_HH000045,2,E00069551,E01013788,E02002863
spk-m-52148,male,E00069551_HH000062,5,E00069551,E01013788,E02002863
spk-f-52474,female,E00069551_HH000015,1,E00069551,E01013788,E02002863
spk-m-52053,male,E00069551_HH000056,2,E00069551,E01013788,E02002863
spk-m-51799,male,E00069551_HH000035,2,E00069551,E01013788,E02002863
spk-m-52128,male,E00069551_HH000061,2,E00069551,E01013788,E02002863
spk-m-52502,male,E00069552_HH000046,2,E00069552,E01013788,E02002863
spk-m-52965,male,E00069552_HH000075,5,E00069552,E01013788,E02002863
spk-f-53430,female,E00069552_HH000025,2,E00069552,E01013788,E02002863
spk-f-53173,female,E00069552_HH000020,1,E00069552,E01013788,E02002863
spk-m-52304,male,E00069552_HH000032,2,E00069552,E01013788,E02002863
spk-m-52813,male,E00069552_HH000070,2,E00069552,E01013788,E02002863
spk-m-52856,male,E00069552_HH000072,7,E00069552,E01013788,E02002863
spk-m-52782,male,E00069552_HH000065,2,E00069552,E01013788,E02002863
spk-m-52587,male,E00069552_HH000053,2,E00069552,E01013788,E02002863
spk-f-53164,female,E00069552_HH000019,1,E00069552,E01013788,E02002863
spk-f-53067,female,E00069552_HH000013,1,E00069552,E01013788,E02002863
spk-m-52395,male,E00069552_HH000039,2,E00069552,E01013788,E02002863
spk-m-52865,male,E00069552_HH000073,7,E00069552,E01013788,E02002863
spk-m-52547,male,E00069552_HH000050,2,E00069552,E01013788,E02002863
spk-m-52514,male,E00069552_HH000048,2,E00069552,E01013788,E02002863
spk-f-53668,female,E00069552_HH000029,2,E00069552,E01013788,E02002863
spk-m-52789,male,E00069552_HH000067,2,E00069552,E01013788,E02002863
spk-m-52897,male,E00069552_HH000073,7,E00069552,E01013788,E02002863
spk-m-52695,male,E00069552_HH000061,2,E00069552,E01013788,E02002863
spk-m-52698,male,E00069552_HH000062,2,E00069552,E01013788,E02002863
spk-m-52628,male,E00069552_HH000058,2,E00069552,E01013788,E02002863
spk-m-52916,male,E00069552_HH000074,5,E00069552,E01013788,E02002863
spk-f-53016,female,E00069552_HH000012,1,E00069552,E01013788,E02002863
spk-m-52487,male,E00069552_HH000044,2,E00069552,E01013788,E02002863
spk-f-53569,female,E00069552_HH000027,2,E00069552,E01013788,E02002863
spk-m-52315,male,E00069552_HH000034,2,E00069552,E01013788,E02002863
spk-m-52337,male,E00069552_HH000037,2,E00069552,E01013788,E02002863
spk-m-52536,male,E00069552_HH000049,2,E00069552,E01013788,E02002863
spk-m-52786,male,E00069552_HH000067,2,E00069552,E01013788,E02002863
spk-f-53000,female,E00069552_HH000010,1,E00069552,E01013788,E02002863
spk-f-52871,female,E00069552_HH000005,1,E00069552,E01013788,E02002863
spk-f-53427,female,E00069552_HH000024,2,E00069552,E01013788,E02002863
spk-m-52834,male,E00069552_HH000071,2,E00069552,E01013788,E02002863
spk-m-52850,male,E00069552_HH000072,7,E00069552,E01013788,E02002863
spk-f-53119,female,E00069552_HH000017,1,E00069552,E01013788,E02002863
spk-f-53013,female,E00069552_HH000011,1,E00069552,E01013788,E02002863
spk-m-52823,male,E00069552_HH000070,2,E00069552,E01013788,E02002863
spk-m-52441,male,E00069552_HH000041,2,E00069552,E01013788,E02002863
spk-m-52496,male,E00069552_HH000045,2,E00069552,E01013788,E02002863
spk-m-52663,male,E00069552_HH000060,2,E00069552,E01013788,E02002863
spk-m-52784,male,E00069552_HH000066,2,E00069552,E01013788,E02002863
spk-m-52656,male,E00069552_HH000060,2,E00069552,E01013788,E02002863
spk-m-52801,male,E00069552_HH000068,2,E00069552,E01013788,E02002863
spk-f-52800,female,E00069552_HH000001,1,E00069552,E01013788,E02002863
spk-m-52484,male,E00069552_HH000044,2,E00069552,E01013788,E02002863
spk-f-53509,female,E00069552_HH000025,2,E00069552,E01013788,E02002863
spk-m-52284,male,E00069552_HH000031,2,E00069552,E01013788,E02002863
spk-m-52593,male,E00069552_HH000054,2,E00069552,E01013788,E02002863
spk-f-53391,female,E00069552_HH000023,2,E00069552,E01013788,E02002863
spk-f-53403,female,E00069552_HH000024,2,E00069552,E01013788,E02002863
spk-f-53285,female,E00069552_HH000023,2,E00069552,E01013788,E02002863
spk-m-52554,male,E00069552_HH000051,2,E00069552,E01013788,E02002863
spk-m-52501,male,E00069552_HH000045,2,E00069552,E01013788,E02002863
spk-m-52313,male,E00069552_HH000033,2,E00069552,E01013788,E02002863
spk-f-53106,female,E00069552_HH000016,1,E00069552,E01013788,E02002863
spk-m-52642,male,E00069552_HH000059,2,E00069552,E01013788,E02002863
spk-m-52270,male,E00069552_HH000031,2,E00069552,E01013788,E02002863
spk-m-52403,male,E00069552_HH000039,2,E00069552,E01013788,E02002863
spk-f-53252,female,E00069552_HH000022,2,E00069552,E01013788,E02002863
spk-m-52483,male,E00069552_HH000043,2,E00069552,E01013788,E02002863
spk-m-52555,male,E00069552_HH000052,2,E00069552,E01013788,E02002863
spk-m-52904,male,E00069552_HH000073,7,E00069552,E01013788,E02002863
spk-m-52323,male,E00069552_HH000035,2,E00069552,E01013788,E02002863
spk-f-53561,female,E00069552_HH000026,2,E00069552,E01013788,E02002863
spk-m-52612,male,E00069552_HH000056,2,E00069552,E01013788,E02002863
spk-m-52886,male,E00069552_HH000073,7,E00069552,E01013788,E02002863
spk-f-53601,female,E00069552_HH000028,2,E00069552,E01013788,E02002863
spk-m-52573,male,E00069552_HH000052,2,E00069552,E01013788,E02002863
spk-m-52626,male,E00069552_HH000058,2,E00069552,E01013788,E02002863
spk-m-52463,male,E00069552_HH000042,2,E00069552,E01013788,E02002863
spk-m-52631,male,E00069552_HH000059,2,E00069552,E01013788,E02002863
spk-m-52833,male,E00069552_HH000071,2,E00069552,E01013788,E02002863
spk-m-52364,male,E00069552_HH000038,2,E00069552,E01013788,E02002863
spk-f-52888,female,E00069552_HH000006,1,E00069552,E01013788,E02002863
spk-m-52596,male,E00069552_HH000054,2,E00069552,E01013788,E02002863
spk-m-52990,male,E00069552_HH000075,5,E00069552,E01013788,E02002863
spk-m-52328,male,E00069552_HH000036,2,E00069552,E01013788,E02002863
spk-f-53633,female,E00069552_HH000029,2,E00069552,E01013788,E02002863
spk-m-52545,male,E00069552_HH000050,2,E00069552,E01013788,E02002863
spk-f-53613,female,E00069552_HH000028,2,E00069552,E01013788,E02002863
spk-m-52734,male,E00069552_HH000063,2,E00069552,E01013788,E02002863
spk-f-52939,female,E00069552_HH000008,1,E00069552,E01013788,E02002863
spk-m-52306,male,E00069552_HH000033,2,E00069552,E01013788,E02002863
spk-m-52504,male,E00069552_HH000046,2,E00069552,E01013788,E02002863
spk-m-52791,male,E00069552_HH000068,2,E00069552,E01013788,E02002863
spk-m-52575,male,E00069552_HH000053,2,E00069552,E01013788,E02002863
spk-m-52845,male,E00069552_HH000072,7,E00069552,E01013788,E02002863
spk-m-52885,male,E00069552_HH000073,7,E00069552,E01013788,E02002863
spk-f-52986,female,E00069552_HH000009,1,E00069552,E01013788,E02002863
spk-f-53077,female,E00069552_HH000014,1,E00069552,E01013788,E02002863
spk-m-52783,male,E00069552_HH000066,2,E00069552,E01013788,E02002863
spk-m-52802,male,E00069552_HH000069,2,E00069552,E01013788,E02002863
spk-f-52870,female,E00069552_HH000004,1,E00069552,E01013788,E02002863
spk-f-53161,female,E00069552_HH000018,1,E00069552,E01013788,E02002863
spk-f-53673,female,E00069552_HH000030,2,E00069552,E01013788,E02002863
spk-m-52509,male,E00069552_HH000047,2,E00069552,E01013788,E02002863
spk-m-52935,male,E00069552_HH000074,5,E00069552,E01013788,E02002863
spk-f-52898,female,E00069552_HH000007,1,E00069552,E01013788,E02002863
spk-m-52937,male,E00069552_HH000074,5,E00069552,E01013788,E02002863
spk-f-52863,female,E00069552_HH000003,1,E00069552,E01013788,E02002863
spk-m-52842,male,E00069552_HH000072,7,E00069552,E01013788,E02002863
spk-m-52392,male,E00069552_HH000038,2,E00069552,E01013788,E02002863
spk-m-52329,male,E00069552_HH000036,2,E00069552,E01013788,E02002863
spk-m-52739,male,E00069552_HH000064,2,E00069552,E01013788,E02002863
spk-m-52320,male,E00069552_HH000034,2,E00069552,E01013788,E02002863
spk-m-52970,male,E00069552_HH000075,5,E00069552,E01013788,E02002863
spk-m-52446,male,E00069552_HH000042,2,E00069552,E01013788,E02002863
spk-m-52984,male,E00069552_HH000075,5,E00069552,E01013788,E02002863
spk-m-52549,male,E00069552_HH000051,2,E00069552,E01013788,E02002863
spk-m-52838,male,E00069552_HH000072,7,E00069552,E01013788,E02002863
spk-m-52623,male,E00069552_HH000057,2,E00069552,E01013788,E02002863
spk-m-52299,male,E00069552_HH000032,2,E00069552,E01013788,E02002863
spk-m-52437,male,E00069552_HH000040,2,E00069552,E01013788,E02002863
spk-m-52613,male,E00069552_HH000056,2,E00069552,E01013788,E02002863
spk-m-52324,male,E00069552_HH000035,2,E00069552,E01013788,E02002863
spk-m-52610,male,E00069552_HH000055,2,E00069552,E01013788,E02002863
spk-m-52861,male,E00069552_HH000072,7,E00069552,E01013788,E02002863
spk-f-53219,female,E00069552_HH000022,2,E00069552,E01013788,E02002863
spk-m-52409,male,E00069552_HH000040,2,E00069552,E01013788,E02002863
spk-m-52523,male,E00069552_HH000049,2,E00069552,E01013788,E02002863
spk-f-53571,female,E00069552_HH000027,2,E00069552,E01013788,E02002863
spk-m-52950,male,E00069552_HH000074,5,E00069552,E01013788,E02002863
spk-m-52439,male,E00069552_HH000041,2,E00069552,E01013788,E02002863
spk-m-52470,male,E00069552_HH000043,2,E00069552,E01013788,E02002863
spk-m-52869,male,E00069552_HH000073,7,E00069552,E01013788,E02002863
spk-f-53671,female,E00069552_HH000030,2,E00069552,E01013788,E02002863
spk-f-53532,female,E00069552_HH000026,2,E00069552,E01013788,E02002863
spk-m-52769,male,E00069552_HH000065,2,E00069552,E01013788,E02002863
spk-m-52909,male,E00069552_HH000074,5,E00069552,E01013788,E02002863
spk-f-52851,female,E00069552_HH000002,1,E00069552,E01013788,E02002863
spk-m-52340,male,E00069552_HH000037,2,E00069552,E01013788,E02002863
spk-m-52881,male,E00069552_HH000073,7,E00069552,E01013788,E02002863
spk-m-52713,male,E00069552_HH000063,2,E00069552,E01013788,E02002863
spk-m-52691,male,E00069552_HH000061,2,E00069552,E01013788,E02002863
spk-m-52807,male,E00069552_HH000069,2,E00069552,E01013788,E02002863
spk-m-52605,male,E00069552_HH000055,2,E00069552,E01013788,E02002863
spk-m-52521,male,E00069552_HH000048,2,E00069552,E01013788,E02002863
spk-m-52837,male,E00069552_HH000072,7,E00069552,E01013788,E02002863
spk-m-52997,male,E00069552_HH000075,5,E00069552,E01013788,E02002863
spk-f-53209,female,E00069552_HH000021,1,E00069552,E01013788,E02002863
spk-m-52506,male,E00069552_HH000047,2,E00069552,E01013788,E02002863
spk-m-52754,male,E00069552_HH000064,2,E00069552,E01013788,E02002863
spk-f-53078,female,E00069552_HH000015,1,E00069552,E01013788,E02002863
spk-m-52625,male,E00069552_HH000057,2,E00069552,E01013788,E02002863
spk-m-52699,male,E00069552_HH000062,2,E00069552,E01013788,E02002863
spk-m-53401,male,E00069553_HH000060,2,E00069553,E01013788,E02002863
spk-m-53179,male,E00069553_HH000046,2,E00069553,E01013788,E02002863
spk-m-53312,male,E00069553_HH000053,2,E00069553,E01013788,E02002863
spk-m-53237,male,E00069553_HH000050,2,E00069553,E01013788,E02002863
spk-m-53506,male,E00069553_HH000069,2,E00069553,E01013788,E02002863
spk-f-54312,female,E00069553_HH000026,2,E00069553,E01013788,E02002863
spk-m-53386,male,E00069553_HH000059,2,E00069553,E01013788,E02002863
spk-m-53685,male,E00069553_HH000077,6,E00069553,E01013788,E02002863
spk-m-53383,male,E00069553_HH000058,2,E00069553,E01013788,E02002863
spk-m-53712,male,E00069553_HH000078,5,E00069553,E01013788,E02002863
spk-f-54106,female,E00069553_HH000020,1,E00069553,E01013788,E02002863
spk-m-53367,male,E00069553_HH000057,2,E00069553,E01013788,E02002863
spk-f-54015,female,E00069553_HH000016,1,E00069553,E01013788,E02002863
spk-m-53598,male,E00069553_HH000074,2,E00069553,E01013788,E02002863
spk-f-54182,female,E00069553_HH000024,2,E00069553,E01013788,E02002863
spk-f-54317,female,E00069553_HH000027,2,E00069553,E01013788,E02002863
spk-m-53541,male,E00069553_HH000071,2,E00069553,E01013788,E02002863
spk-m-53435,male,E00069553_HH000062,2,E00069553,E01013788,E02002863
spk-m-53831,male,E00069553_HH000081,4,E00069553,E01013788,E02002863
spk-m-53264,male,E00069553_HH000051,2,E00069553,E01013788,E02002863
spk-m-53414,male,E00069553_HH000061,2,E00069553,E01013788,E02002863
spk-f-54095,female,E00069553_HH000019,1,E00069553,E01013788,E02002863
spk-f-53872,female,E00069553_HH000013,1,E00069553,E01013788,E02002863
spk-f-53848,female,E00069553_HH000010,1,E00069553,E01013788,E02002863
spk-f-54322,female,E00069553_HH000027,2,E00069553,E01013788,E02002863
spk-m-53471,male,E00069553_HH000064,2,E00069553,E01013788,E02002863
spk-m-53171,male,E00069553_HH000046,2,E00069553,E01013788,E02002863
spk-m-53090,male,E00069553_HH000039,2,E00069553,E01013788,E02002863
spk-m-53060,male,E00069553_HH000037,2,E00069553,E01013788,E02002863
spk-m-53412,male,E00069553_HH000060,2,E00069553,E01013788,E02002863
spk-m-53018,male,E00069553_HH000034,2,E00069553,E01013788,E02002863
spk-m-53771,male,E00069553_HH000080,4,E00069553,E01013788,E02002863
spk-m-53095,male,E00069553_HH000040,2,E00069553,E01013788,E02002863
spk-m-53711,male,E00069553_HH000078,5,E00069553,E01013788,E02002863
spk-m-53577,male,E00069553_HH000073,2,E00069553,E01013788,E02002863
spk-m-53649,male,E00069553_HH000076,2,E00069553,E01013788,E02002863
spk-m-53643,male,E00069553_HH000075,2,E00069553,E01013788,E02002863
spk-m-53146,male,E00069553_HH000045,2,E00069553,E01013788,E02002863
spk-f-54706,female,E00069553_HH000033,2,E00069553,E01013788,E02002863
spk-f-54229,female,E00069553_HH000025,2,E00069553,E01013788,E02002863
spk-m-53691,male,E00069553_HH000077,6,E00069553,E01013788,E02002863
spk-m-53276,male,E00069553_HH000051,2,E00069553,E01013788,E02002863
spk-m-53684,male,E00069553_HH000077,6,E00069553,E01013788,E02002863
spk-f-54393,female,E00069553_HH000030,2,E00069553,E01013788,E02002863
spk-m-53210,male,E00069553_HH000049,2,E00069553,E01013788,E02002863
spk-f-54116,female,E00069553_HH000023,2,E00069553,E01013788,E02002863
spk-m-53693,male,E00069553_HH000077,6,E00069553,E01013788,E02002863
spk-m-53334,male,E00069553_HH000055,2,E00069553,E01013788,E02002863
spk-f-53871,female,E00069553_HH000012,1,E00069553,E01013788,E02002863
spk-m-53107,male,E00069553_HH000042,2,E00069553,E01013788,E02002863
spk-m-53170,male,E00069553_HH000045,2,E00069553,E01013788,E02002863
spk-m-53596,male,E00069553_HH000074,2,E00069553,E01013788,E02002863
spk-f-54272,female,E00069553_HH000025,2,E00069553,E01013788,E02002863
spk-m-53538,male,E00069553_HH000071,2,E00069553,E01013788,E02002863
spk-m-53531,male,E00069553_HH000070,2,E00069553,E01013788,E02002863
spk-f-54615,female,E00069553_HH000032,2,E00069553,E01013788,E02002863
spk-f-53757,female,E00069553_HH000005,1,E00069553,E01013788,E02002863
spk-f-54338,female,E00069553_HH000028,2,E00069553,E01013788,E02002863
spk-m-53332,male,E00069553_HH000054,2,E00069553,E01013788,E02002863
spk-m-53575,male,E00069553_HH000073,2,E00069553,E01013788,E02002863
spk-m-53145,male,E00069553_HH000044,2,E00069553,E01013788,E02002863
spk-f-54025,female,E00069553_HH000017,1,E00069553,E01013788,E02002863
spk-m-53775,male,E00069553_HH000080,4,E00069553,E01013788,E02002863
spk-f-53869,female,E00069553_HH000011,1,E00069553,E01013788,E02002863
spk-m-53490,male,E00069553_HH000067,2,E00069553,E01013788,E02002863
spk-m-53812,male,E00069553_HH000081,4,E00069553,E01013788,E02002863
spk-f-53728,female,E00069553_HH000001,1,E00069553,E01013788,E02002863
spk-m-53496,male,E00069553_HH000067,2,E00069553,E01013788,E02002863
spk-m-53143,male,E00069553_HH000044,2,E00069553,E01013788,E02002863
spk-m-53017,male,E00069553_HH000034,2,E00069553,E01013788,E02002863
spk-m-53299,male,E00069553_HH000052,2,E00069553,E01013788,E02002863
spk-f-54298,female,E00069553_HH000026,2,E00069553,E01013788,E02002863
spk-f-54563,female,E00069553_HH000032,2,E00069553,E01013788,E02002863
spk-m-53474,male,E00069553_HH000064,2,E00069553,E01013788,E02002863
spk-f-54192,female,E00069553_HH000024,2,E00069553,E01013788,E02002863
spk-f-54125,female,E00069553_HH000023,2,E00069553,E01013788,E02002863
spk-m-53484,male,E00069553_HH000066,2,E00069553,E01013788,E02002863
spk-f-54543,female,E00069553_HH000031,2,E00069553,E01013788,E02002863
spk-m-53330,male,E00069553_HH000054,2,E00069553,E01013788,E02002863
spk-m-53747,male,E00069553_HH000079,4,E00069553,E01013788,E02002863
spk-m-53830,male,E00069553_HH000081,4,E00069553,E01013788,E02002863
spk-m-53736,male,E00069553_HH000079,4,E00069553,E01013788,E02002863
spk-m-53033,male,E00069553_HH000035,2,E00069553,E01013788,E02002863
spk-m-53498,male,E00069553_HH000068,2,E00069553,E01013788,E02002863
spk-m-53130,male,E00069553_HH000042,2,E00069553,E01013788,E02002863
spk-m-53200,male,E00069553_HH000048,2,E00069553,E01013788,E02002863
spk-f-54340,female,E00069553_HH000028,2,E00069553,E01013788,E02002863
spk-m-53738,male,E00069553_HH000079,4,E00069553,E01013788,E02002863
spk-m-53759,male,E00069553_HH000080,4,E00069553,E01013788,E02002863
spk-m-53134,male,E00069553_HH000043,2,E00069553,E01013788,E02002863
spk-m-53847,male,E00069553_HH000082,3,E00069553,E01013788,E02002863
spk-m-53389,male,E00069553_HH000059,2,E00069553,E01013788,E02002863
spk-m-53069,male,E00069553_HH000038,2,E00069553,E01013788,E02002863
spk-f-53768,female,E00069553_HH000006,1,E00069553,E01013788,E02002863
spk-m-53478,male,E00069553_HH000066,2,E00069553,E01013788,E02002863
spk-m-53606,male,E00069553_HH000075,2,E00069553,E01013788,E02002863
spk-m-53047,male,E00069553_HH000036,2,E00069553,E01013788,E02002863
spk-f-54378,female,E00069553_HH000029,2,E00069553,E01013788,E02002863
spk-m-53296,male,E00069553_HH000052,2,E00069553,E01013788,E02002863
spk-m-53245,male,E00069553_HH000050,2,E00069553,E01013788,E02002863
spk-f-54377,female,E00069553_HH000029,2,E00069553,E01013788,E02002863
spk-m-53028,male,E00069553_HH000035,2,E00069553,E01013788,E02002863
spk-f-53790,female,E00069553_HH000008,1,E00069553,E01013788,E02002863
spk-m-53015,male,E00069553_HH000033,2,E00069553,E01013788,E02002863
spk-m-53180,male,E00069553_HH000047,2,E00069553,E01013788,E02002863
spk-m-53499,male,E00069553_HH000068,2,E00069553,E01013788,E02002863
spk-m-53374,male,E00069553_HH000057,2,E00069553,E01013788,E02002863
spk-m-53318,male,E00069553_HH000053,2,E00069553,E01013788,E02002863
spk-m-53727,male,E00069553_HH000078,5,E00069553,E01013788,E02002863
spk-m-53734,male,E00069553_HH000079,4,E00069553,E01013788,E02002863
spk-m-53349,male,E00069553_HH000056,2,E00069553,E01013788,E02002863
spk-f-53809,female,E00069553_HH000009,1,E00069553,E01013788,E02002863
spk-f-53883,female,E00069553_HH000014,1,E00069553,E01013788,E02002863
spk-m-53103,male,E00069553_HH000041,2,E00069553,E01013788,E02002863
spk-m-53689,male,E00069553_HH000077,6,E00069553,E01013788,E02002863
spk-f-53754,female,E00069553_HH000004,1,E00069553,E01013788,E02002863
spk-f-54074,female,E00069553_HH000018,1,E00069553,E01013788,E02002863
spk-f-54517,female,E00069553_HH000031,2,E00069553,E01013788,E02002863
spk-m-53188,male,E00069553_HH000048,2,E00069553,E01013788,E02002863
spk-m-53698,male,E00069553_HH000078,5,E00069553,E01013788,E02002863
spk-f-53778,female,E00069553_HH000007,1,E00069553,E01013788,E02002863
spk-m-53706,male,E00069553_HH000078,5,E00069553,E01013788,E02002863
spk-m-53434,male,E00069553_HH000062,2,E00069553,E01013788,E02002863
spk-f-53753,female,E00069553_HH000003,1,E00069553,E01013788,E02002863
spk-m-53545,male,E00069553_HH000072,2,E00069553,E01013788,E02002863
spk-m-53140,male,E00069553_HH000043,2,E00069553,E01013788,E02002863
spk-m-53511,male,E00069553_HH000069,2,E00069553,E01013788,E02002863
spk-m-53088,male,E00069553_HH000039,2,E00069553,E01013788,E02002863
spk-m-53477,male,E00069553_HH000065,2,E00069553,E01013788,E02002863
spk-m-53053,male,E00069553_HH000037,2,E00069553,E01013788,E02002863
spk-m-53836,male,E00069553_HH000082,3,E00069553,E01013788,E02002863
spk-m-53102,male,E00069553_HH000041,2,E00069553,E01013788,E02002863
spk-m-53041,male,E00069553_HH000036,2,E00069553,E01013788,E02002863
spk-m-53348,male,E00069553_HH000056,2,E00069553,E01013788,E02002863
spk-f-54110,female,E00069553_HH000022,1,E00069553,E01013788,E02002863
spk-m-53097,male,E00069553_HH000040,2,E00069553,E01013788,E02002863
spk-m-53829,male,E00069553_HH000081,4,E00069553,E01013788,E02002863
spk-m-53665,male,E00069553_HH000076,2,E00069553,E01013788,E02002863
spk-f-54474,female,E00069553_HH000030,2,E00069553,E01013788,E02002863
spk-m-53769,male,E00069553_HH000080,4,E00069553,E01013788,E02002863
spk-f-53740,female,E00069553_HH000002,1,E00069553,E01013788,E02002863
spk-m-53068,male,E00069553_HH000038,2,E00069553,E01013788,E02002863
spk-m-53670,male,E00069553_HH000077,6,E00069553,E01013788,E02002863
spk-m-53448,male,E00069553_HH000063,2,E00069553,E01013788,E02002863
spk-m-53422,male,E00069553_HH000061,2,E00069553,E01013788,E02002863
spk-m-53526,male,E00069553_HH000070,2,E00069553,E01013788,E02002863
spk-m-53343,male,E00069553_HH000055,2,E00069553,E01013788,E02002863
spk-m-53204,male,E00069553_HH000049,2,E00069553,E01013788,E02002863
spk-m-53551,male,E00069553_HH000072,2,E00069553,E01013788,E02002863
spk-m-53854,male,E00069553_HH000082,3,E00069553,E01013788,E02002863
spk-f-54108,female,E00069553_HH000021,1,E00069553,E01013788,E02002863
spk-m-53186,male,E00069553_HH000047,2,E00069553,E01013788,E02002863
spk-m-53476,male,E00069553_HH000065,2,E00069553,E01013788,E02002863
spk-f-53979,female,E00069553_HH000015,1,E00069553,E01013788,E02002863
spk-m-53382,male,E00069553_HH000058,2,E00069553,E01013788,E02002863
spk-m-53440,male,E00069553_HH000063,2,E00069553,E01013788,E02002863
spk-f-54958,female,E00069554_HH000020,1,E00069554,E01013788,E02002863
spk-f-55209,female,E00069554_HH000035,2,E00069554,E01013788,E02002863
spk-m-54335,male,E00069554_HH000089,5,E00069554,E01013788,E02002863
spk-m-53996,male,E00069554_HH000053,2,E00069554,E01013788,E02002863
spk-m-54301,male,E00069554_HH000086,2,E00069554,E01013788,E02002863
spk-f-54934,female,E00069554_HH000016,1,E00069554,E01013788,E02002863
spk-f-55007,female,E00069554_HH000025,1,E00069554,E01013788,E02002863
spk-m-53957,male,E00069554_HH000048,2,E00069554,E01013788,E02002863
spk-m-54178,male,E00069554_HH000070,2,E00069554,E01013788,E02002863
spk-m-54188,male,E00069554_HH000073,2,E00069554,E01013788,E02002863
spk-m-54061,male,E00069554_HH000060,2,E00069554,E01013788,E02002863
spk-m-54356,male,E00069554_HH000091,4,E00069554,E01013788,E02002863
spk-m-53959,male,E00069554_HH000048,2,E00069554,E01013788,E02002863
spk-m-54287,male,E00069554_HH000085,2,E00069554,E01013788,E02002863
spk-f-55293,female,E00069554_HH000036,2,E00069554,E01013788,E02002863
spk-f-54935,female,E00069554_HH000017,1,E00069554,E01013788,E02002863
spk-f-55456,female,E00069554_HH000039,2,E00069554,E01013788,E02002863
spk-m-54218,male,E00069554_HH000076,2,E00069554,E01013788,E02002863
spk-m-54081,male,E00069554_HH000062,2,E00069554,E01013788,E02002863
spk-m-53866,male,E00069554_HH000042,2,E00069554,E01013788,E02002863
spk-m-54086,male,E00069554_HH000062,2,E00069554,E01013788,E02002863
spk-m-54196,male,E00069554_HH000074,2,E00069554,E01013788,E02002863
spk-m-54292,male,E00069554_HH000085,2,E00069554,E01013788,E02002863
spk-f-55070,female,E00069554_HH000029,2,E00069554,E01013788,E02002863
spk-f-54870,female,E00069554_HH000010,1,E00069554,E01013788,E02002863
spk-m-54479,male,E00069554_HH000094,3,E00069554,E01013788,E02002863
spk-m-53892,male,E00069554_HH000044,2,E00069554,E01013788,E02002863
spk-f-54949,female,E00069554_HH000019,1,E00069554,E01013788,E02002863
spk-m-54313,male,E00069554_HH000088,2,E00069554,E01013788,E02002863
spk-m-54488,male,E00069554_HH000094,3,E00069554,E01013788,E02002863
spk-m-54156,male,E00069554_HH000068,2,E00069554,E01013788,E02002863
spk-m-53863,male,E00069554_HH000041,2,E00069554,E01013788,E02002863
spk-m-54275,male,E00069554_HH000084,2,E00069554,E01013788,E02002863
spk-m-54236,male,E00069554_HH000077,2,E00069554,E01013788,E02002863
spk-m-53934,male,E00069554_HH000047,2,E00069554,E01013788,E02002863
spk-f-55062,female,E00069554_HH000028,2,E00069554,E01013788,E02002863
spk-m-54187,male,E00069554_HH000072,2,E00069554,E01013788,E02002863
spk-m-53912,male,E00069554_HH000046,2,E00069554,E01013788,E02002863
spk-m-53938,male,E00069554_HH000047,2,E00069554,E01013788,E02002863
spk-f-55071,female,E00069554_HH000029,2,E00069554,E01013788,E02002863
